OpenTimeStamp,Open,High,Low,Close,Volume,CloseTimeStamp
1.68E+12,0.00000868,0.00000868,0.00000867,0.00000868,294762391,1.68E+12
1.68E+12,0.00000868,0.00000868,0.00000867,0.00000868,87195759,1.68E+12
1.68E+12,0.00000867,0.00000868,0.00000867,0.00000868,416575725,1.68E+12
1.68E+12,0.00000868,0.00000869,0.00000868,0.00000869,1995540426,1.68E+12
1.68E+12,0.00000869,0.00000869,0.00000868,0.00000868,463174541,1.68E+12
1.68E+12,0.00000868,0.00000869,0.00000868,0.00000868,91017450,1.68E+12
1.68E+12,0.00000869,0.00000869,0.00000869,0.00000869,876886914,1.68E+12
1.68E+12,0.00000868,0.00000868,0.00000868,0.00000868,2515267357,1.68E+12
1.68E+12,0.00000868,0.00000869,0.00000867,0.00000868,1643363685,1.68E+12
1.68E+12,0.00000868,0.00000868,0.00000868,0.00000868,168095863,1.68E+12
1.68E+12,0.00000868,0.00000869,0.00000868,0.00000868,688527206,1.68E+12
1.68E+12,0.00000868,0.00000869,0.00000868,0.00000868,79579572,1.68E+12
1.68E+12,0.00000868,0.00000868,0.00000867,0.00000868,2572194334,1.68E+12
1.68E+12,0.00000868,0.00000869,0.00000867,0.00000869,1355880881,1.68E+12
1.68E+12,0.00000869,0.00000869,0.00000867,0.00000868,465857224,1.68E+12
1.68E+12,0.00000868,0.00000868,0.00000867,0.00000867,46784074,1.68E+12
1.68E+12,0.00000867,0.00000868,0.00000867,0.00000868,34063633,1.68E+12
1.68E+12,0.00000868,0.00000868,0.00000867,0.00000867,20427246,1.68E+12
1.68E+12,0.00000868,0.00000868,0.00000867,0.00000867,70208475,1.68E+12
1.68E+12,0.00000868,0.00000868,0.00000867,0.00000868,36896291,1.68E+12
1.68E+12,0.00000867,0.00000868,0.00000867,0.00000868,86498677,1.68E+12
1.68E+12,0.00000868,0.00000868,0.00000867,0.00000868,51054435,1.68E+12
1.68E+12,0.00000867,0.00000868,0.00000867,0.00000868,29435138,1.68E+12
1.68E+12,0.00000868,0.00000868,0.00000867,0.00000868,256321105,1.68E+12
1.68E+12,0.00000867,0.00000868,0.00000867,0.00000868,335873288,1.68E+12
1.68E+12,0.00000868,0.00000868,0.00000867,0.00000867,115665059,1.68E+12
1.68E+12,0.00000867,0.00000868,0.00000867,0.00000867,38062835,1.68E+12
1.68E+12,0.00000867,0.00000868,0.00000867,0.00000868,329064732,1.68E+12
1.68E+12,0.00000868,0.00000869,0.00000868,0.00000868,864284909,1.68E+12
1.68E+12,0.00000869,0.00000869,0.00000868,0.00000869,553374073,1.68E+12
1.68E+12,0.00000868,0.00000869,0.00000868,0.00000869,42645318,1.68E+12
1.68E+12,0.00000868,0.00000869,0.00000868,0.00000869,110055299,1.68E+12
1.68E+12,0.00000869,0.00000869,0.00000868,0.00000869,100171172,1.68E+12
1.68E+12,0.00000868,0.00000869,0.00000868,0.00000869,84321114,1.68E+12
1.68E+12,0.00000868,0.0000087,0.00000868,0.00000869,1039917239,1.68E+12
1.68E+12,0.00000869,0.0000087,0.00000869,0.0000087,75254552,1.68E+12
1.68E+12,0.0000087,0.0000087,0.00000869,0.0000087,338314685,1.68E+12
1.68E+12,0.00000869,0.0000087,0.00000869,0.00000869,36688468,1.68E+12
1.68E+12,0.00000869,0.0000087,0.00000869,0.00000869,18517512,1.68E+12
1.68E+12,0.0000087,0.0000087,0.00000868,0.00000869,1666571671,1.68E+12
1.68E+12,0.00000869,0.0000087,0.00000869,0.0000087,943597923,1.68E+12
1.68E+12,0.0000087,0.0000087,0.00000869,0.00000869,30135626,1.68E+12
1.68E+12,0.00000869,0.00000869,0.00000869,0.00000869,1733804253,1.68E+12
1.68E+12,0.00000868,0.00000869,0.00000868,0.00000869,448376926,1.68E+12
1.68E+12,0.00000869,0.00000869,0.00000868,0.00000869,89564358,1.68E+12
1.68E+12,0.00000869,0.0000087,0.00000869,0.00000869,803170196,1.68E+12
1.68E+12,0.0000087,0.0000087,0.00000869,0.0000087,238595004,1.68E+12
1.68E+12,0.0000087,0.0000087,0.00000869,0.0000087,47083996,1.68E+12
1.68E+12,0.0000087,0.0000087,0.00000869,0.00000869,119676185,1.68E+12
1.68E+12,0.00000869,0.0000087,0.00000869,0.0000087,123206106,1.68E+12
1.68E+12,0.00000869,0.0000087,0.00000869,0.0000087,64147253,1.68E+12
1.68E+12,0.0000087,0.0000087,0.00000869,0.00000869,41163827,1.68E+12
1.68E+12,0.00000869,0.00000869,0.00000869,0.00000869,306350953,1.68E+12
1.68E+12,0.00000869,0.0000087,0.00000869,0.00000869,259901555,1.68E+12
1.68E+12,0.0000087,0.00000871,0.0000087,0.0000087,1877104812,1.68E+12
1.68E+12,0.0000087,0.00000871,0.0000087,0.00000871,61102466,1.68E+12
1.68E+12,0.00000871,0.00000872,0.00000871,0.00000872,2133806608,1.68E+12
1.68E+12,0.00000871,0.00000872,0.00000871,0.00000871,270033704,1.68E+12
1.68E+12,0.00000871,0.00000872,0.00000871,0.00000872,79877821,1.68E+12
1.68E+12,0.00000871,0.00000872,0.00000871,0.00000872,144719947,1.68E+12
1.68E+12,0.00000872,0.00000872,0.00000871,0.00000872,261482972,1.68E+12
1.68E+12,0.00000872,0.00000873,0.00000871,0.00000872,994329752,1.68E+12
1.68E+12,0.00000872,0.00000873,0.00000872,0.00000873,178669835,1.68E+12
1.68E+12,0.00000873,0.00000873,0.00000872,0.00000873,425096331,1.68E+12
1.68E+12,0.00000873,0.00000873,0.00000872,0.00000873,72948104,1.68E+12
1.68E+12,0.00000872,0.00000873,0.00000872,0.00000872,104478396,1.68E+12
1.68E+12,0.00000872,0.00000873,0.00000872,0.00000872,258254330,1.68E+12
1.68E+12,0.00000872,0.00000872,0.00000872,0.00000872,2040805344,1.68E+12
1.68E+12,0.00000872,0.00000873,0.00000872,0.00000872,75366386,1.68E+12
1.68E+12,0.00000873,0.00000873,0.00000872,0.00000873,202704771,1.68E+12
1.68E+12,0.00000873,0.00000873,0.00000872,0.00000872,69809098,1.68E+12
1.68E+12,0.00000873,0.00000873,0.00000872,0.00000872,146440937,1.68E+12
1.68E+12,0.00000873,0.00000873,0.00000872,0.00000872,134767127,1.68E+12
1.68E+12,0.00000872,0.00000873,0.00000872,0.00000872,98985621,1.68E+12
1.68E+12,0.00000872,0.00000872,0.00000872,0.00000872,27180220,1.68E+12
1.68E+12,0.00000872,0.00000873,0.00000872,0.00000872,481815886,1.68E+12
1.68E+12,0.00000872,0.00000872,0.00000871,0.00000871,64186534,1.68E+12
1.68E+12,0.00000872,0.00000872,0.00000871,0.00000871,19636837,1.68E+12
1.68E+12,0.00000872,0.00000872,0.00000871,0.00000871,80367634,1.68E+12
1.68E+12,0.00000871,0.00000872,0.00000871,0.00000871,90720246,1.68E+12
1.68E+12,0.00000871,0.00000871,0.00000871,0.00000871,2185738,1.68E+12
1.68E+12,0.00000872,0.00000872,0.00000871,0.00000871,5752331,1.68E+12
1.68E+12,0.00000872,0.00000872,0.00000871,0.00000871,15916402,1.68E+12
1.68E+12,0.00000872,0.00000873,0.00000872,0.00000873,2560461968,1.68E+12
1.68E+12,0.00000873,0.00000873,0.00000872,0.00000872,704357167,1.68E+12
1.68E+12,0.00000873,0.00000873,0.00000872,0.00000873,49863148,1.68E+12
1.68E+12,0.00000872,0.00000873,0.00000872,0.00000872,74706359,1.68E+12
1.68E+12,0.00000872,0.00000873,0.00000872,0.00000873,34123989,1.68E+12
1.68E+12,0.00000873,0.00000873,0.00000872,0.00000872,151585948,1.68E+12
1.68E+12,0.00000873,0.00000873,0.00000872,0.00000872,9393255,1.68E+12
1.68E+12,0.00000872,0.00000873,0.00000872,0.00000873,48029885,1.68E+12
1.68E+12,0.00000873,0.00000873,0.00000873,0.00000873,4634116,1.68E+12
1.68E+12,0.00000872,0.00000872,0.00000872,0.00000872,4036677,1.68E+12
1.68E+12,0.00000873,0.00000873,0.00000873,0.00000873,106491828,1.68E+12
1.68E+12,0.00000873,0.00000873,0.00000872,0.00000872,243529647,1.68E+12
1.68E+12,0.00000873,0.00000873,0.00000871,0.00000871,1793882033,1.68E+12
1.68E+12,0.00000871,0.00000871,0.00000871,0.00000871,9558459,1.68E+12
1.68E+12,0.00000871,0.00000871,0.00000871,0.00000871,112590487,1.68E+12
1.68E+12,0.00000871,0.00000872,0.00000871,0.00000872,24013720,1.68E+12
1.68E+12,0.00000872,0.00000872,0.00000872,0.00000872,67005871,1.68E+12
1.68E+12,0.00000872,0.00000872,0.00000871,0.00000871,39109959,1.68E+12
1.68E+12,0.00000872,0.00000872,0.00000871,0.00000871,31500609,1.68E+12
1.68E+12,0.00000872,0.00000872,0.00000871,0.00000872,87342228,1.68E+12
1.68E+12,0.00000871,0.00000872,0.00000871,0.00000871,420528607,1.68E+12
1.68E+12,0.00000871,0.00000872,0.00000871,0.00000871,103601618,1.68E+12
1.68E+12,0.00000871,0.00000872,0.00000871,0.00000872,20641539,1.68E+12
1.68E+12,0.00000871,0.00000872,0.00000871,0.00000872,26632211,1.68E+12
1.68E+12,0.00000871,0.00000872,0.00000871,0.00000872,10942221,1.68E+12
1.68E+12,0.00000871,0.00000872,0.00000871,0.00000872,6307122,1.68E+12
1.68E+12,0.00000872,0.00000872,0.0000087,0.00000871,1230804640,1.68E+12
1.68E+12,0.0000087,0.00000871,0.0000087,0.00000871,5124009,1.68E+12
1.68E+12,0.00000871,0.00000871,0.0000087,0.0000087,69051917,1.68E+12
1.68E+12,0.00000871,0.00000872,0.00000871,0.00000871,1882350242,1.68E+12
1.68E+12,0.00000871,0.00000871,0.00000871,0.00000871,10217693,1.68E+12
1.68E+12,0.00000872,0.00000872,0.00000871,0.00000871,30870057,1.68E+12
1.68E+12,0.00000871,0.00000872,0.00000871,0.00000872,365449733,1.68E+12
1.68E+12,0.00000871,0.00000871,0.00000871,0.00000871,2151592,1.68E+12
1.68E+12,0.00000872,0.00000872,0.00000871,0.00000871,123715623,1.68E+12
1.68E+12,0.00000872,0.00000872,0.00000871,0.00000872,582952670,1.68E+12
1.68E+12,0.00000872,0.00000872,0.00000872,0.00000872,974738,1.68E+12
1.68E+12,0.00000872,0.00000873,0.00000872,0.00000872,117849434,1.68E+12
1.68E+12,0.00000872,0.00000873,0.00000872,0.00000873,4149172,1.68E+12
1.68E+12,0.00000873,0.00000873,0.00000872,0.00000872,340369729,1.68E+12
1.68E+12,0.00000872,0.00000872,0.00000872,0.00000872,32390451,1.68E+12
1.68E+12,0.00000872,0.00000873,0.00000872,0.00000873,88354185,1.68E+12
1.68E+12,0.00000872,0.00000873,0.00000872,0.00000872,31313188,1.68E+12
1.68E+12,0.00000873,0.00000873,0.00000872,0.00000872,172371220,1.68E+12
1.68E+12,0.00000873,0.00000873,0.00000873,0.00000873,20660593,1.68E+12
1.68E+12,0.00000872,0.00000873,0.00000872,0.00000873,171683742,1.68E+12
1.68E+12,0.00000873,0.00000874,0.00000873,0.00000873,541579670,1.68E+12
1.68E+12,0.00000873,0.00000874,0.00000873,0.00000874,8777622,1.68E+12
1.68E+12,0.00000873,0.00000875,0.00000873,0.00000874,5442867986,1.68E+12
1.68E+12,0.00000875,0.00000875,0.00000874,0.00000874,112522721,1.68E+12
1.68E+12,0.00000874,0.00000875,0.00000873,0.00000874,1901471460,1.68E+12
1.68E+12,0.00000873,0.00000874,0.00000873,0.00000873,26405836,1.68E+12
1.68E+12,0.00000873,0.00000874,0.00000873,0.00000873,781429818,1.68E+12
1.68E+12,0.00000873,0.00000875,0.00000873,0.00000873,3744593411,1.68E+12
1.68E+12,0.00000874,0.00000875,0.00000874,0.00000874,593421341,1.68E+12
1.68E+12,0.00000875,0.00000875,0.00000874,0.00000874,163271478,1.68E+12
1.68E+12,0.00000874,0.00000875,0.00000873,0.00000874,1272790402,1.68E+12
1.68E+12,0.00000874,0.00000874,0.00000873,0.00000873,147004644,1.68E+12
1.68E+12,0.00000873,0.00000874,0.00000873,0.00000874,45509666,1.68E+12
1.68E+12,0.00000873,0.00000875,0.00000873,0.00000875,3107445331,1.68E+12
1.68E+12,0.00000875,0.00000875,0.00000873,0.00000873,541023688,1.68E+12
1.68E+12,0.00000874,0.00000874,0.00000873,0.00000873,213358775,1.68E+12
1.68E+12,0.00000874,0.00000874,0.00000873,0.00000873,41218846,1.68E+12
1.68E+12,0.00000873,0.00000874,0.00000872,0.00000873,1357038668,1.68E+12
1.68E+12,0.00000872,0.00000872,0.00000872,0.00000872,118868998,1.68E+12
1.68E+12,0.00000873,0.00000873,0.00000873,0.00000873,593678312,1.68E+12
1.68E+12,0.00000873,0.00000874,0.00000873,0.00000874,82550369,1.68E+12
1.68E+12,0.00000874,0.00000874,0.00000873,0.00000873,40031155,1.68E+12
1.68E+12,0.00000873,0.00000874,0.00000873,0.00000873,55867840,1.68E+12
1.68E+12,0.00000873,0.00000873,0.00000873,0.00000873,2266085,1.68E+12
1.68E+12,0.00000874,0.00000874,0.00000873,0.00000873,13347692,1.68E+12
1.68E+12,0.00000873,0.00000873,0.00000872,0.00000872,4649257615,1.68E+12
1.68E+12,0.00000872,0.00000872,0.00000872,0.00000872,27807959,1.68E+12
1.68E+12,0.00000873,0.00000873,0.00000872,0.00000872,27632319,1.68E+12
1.68E+12,0.00000873,0.00000873,0.00000873,0.00000873,14167343,1.68E+12
1.68E+12,0.00000872,0.00000873,0.00000872,0.00000873,19774314,1.68E+12
1.68E+12,0.00000872,0.00000873,0.00000872,0.00000873,60888677,1.68E+12
1.68E+12,0.00000872,0.00000873,0.00000872,0.00000872,13408526,1.68E+12
1.68E+12,0.00000873,0.00000873,0.00000872,0.00000872,682928543,1.68E+12
1.68E+12,0.00000872,0.00000874,0.00000872,0.00000873,5451551039,1.68E+12
1.68E+12,0.00000874,0.00000874,0.00000874,0.00000874,12928770,1.68E+12
1.68E+12,0.00000873,0.00000873,0.00000873,0.00000873,3224859,1.68E+12
1.68E+12,0.00000874,0.00000874,0.00000874,0.00000874,48481342,1.68E+12
1.68E+12,0.00000874,0.00000875,0.00000873,0.00000874,1667892540,1.68E+12
1.68E+12,0.00000874,0.00000875,0.00000874,0.00000874,171602548,1.68E+12
1.68E+12,0.00000875,0.00000875,0.00000874,0.00000875,469994113,1.68E+12
1.68E+12,0.00000874,0.00000875,0.00000874,0.00000875,8318231,1.68E+12
1.68E+12,0.00000875,0.00000875,0.00000874,0.00000875,27321576,1.68E+12
1.68E+12,0.00000875,0.00000875,0.00000874,0.00000874,320078947,1.68E+12
1.68E+12,0.00000874,0.00000875,0.00000874,0.00000874,1844434956,1.68E+12
1.68E+12,0.00000874,0.00000876,0.00000874,0.00000875,3319090175,1.68E+12
1.68E+12,0.00000875,0.00000875,0.00000874,0.00000874,96909435,1.68E+12
1.68E+12,0.00000875,0.00000875,0.00000874,0.00000874,330996371,1.68E+12
1.68E+12,0.00000874,0.00000874,0.00000874,0.00000874,245847079,1.68E+12
1.68E+12,0.00000875,0.00000875,0.00000874,0.00000874,47836108,1.68E+12
1.68E+12,0.00000875,0.00000876,0.00000874,0.00000874,5108068020,1.68E+12
1.68E+12,0.00000874,0.00000875,0.00000874,0.00000875,365882984,1.68E+12
1.68E+12,0.00000875,0.00000875,0.00000874,0.00000874,59384767,1.68E+12
1.68E+12,0.00000874,0.00000875,0.00000874,0.00000874,140312748,1.68E+12
1.68E+12,0.00000874,0.00000875,0.00000874,0.00000874,44330993,1.68E+12
1.68E+12,0.00000874,0.00000875,0.00000874,0.00000874,580833829,1.68E+12
1.68E+12,0.00000875,0.00000875,0.00000874,0.00000875,67957730,1.68E+12
1.68E+12,0.00000875,0.00000875,0.00000874,0.00000874,432373040,1.68E+12
1.68E+12,0.00000875,0.00000876,0.00000874,0.00000875,2580877219,1.68E+12
1.68E+12,0.00000875,0.00000875,0.00000874,0.00000874,1680084881,1.68E+12
1.68E+12,0.00000875,0.00000876,0.00000875,0.00000875,371408496,1.68E+12
1.68E+12,0.00000875,0.00000876,0.00000875,0.00000875,408948370,1.68E+12
1.68E+12,0.00000875,0.00000875,0.00000875,0.00000875,24024381,1.68E+12
1.68E+12,0.00000875,0.00000876,0.00000875,0.00000876,33674542,1.68E+12
1.68E+12,0.00000875,0.00000876,0.00000875,0.00000875,134396787,1.68E+12
1.68E+12,0.00000875,0.00000876,0.00000875,0.00000875,19771177,1.68E+12
1.68E+12,0.00000876,0.00000876,0.00000875,0.00000875,1352657905,1.68E+12
1.68E+12,0.00000876,0.00000876,0.00000875,0.00000875,118555992,1.68E+12
1.68E+12,0.00000875,0.00000875,0.00000874,0.00000875,3370254140,1.68E+12
1.68E+12,0.00000875,0.00000876,0.00000874,0.00000876,2124837131,1.68E+12
1.68E+12,0.00000876,0.00000876,0.00000875,0.00000876,601593169,1.68E+12
1.68E+12,0.00000876,0.00000876,0.00000876,0.00000876,26988678,1.68E+12
1.68E+12,0.00000876,0.00000876,0.00000875,0.00000876,237094846,1.68E+12
1.68E+12,0.00000876,0.00000876,0.00000875,0.00000875,59290012,1.68E+12
1.68E+12,0.00000875,0.00000876,0.00000875,0.00000876,11601693,1.68E+12
1.68E+12,0.00000876,0.00000877,0.00000876,0.00000876,11468210775,1.68E+12
1.68E+12,0.00000876,0.00000876,0.00000875,0.00000875,1247445448,1.68E+12
1.68E+12,0.00000875,0.00000875,0.00000875,0.00000875,248308545,1.68E+12
1.68E+12,0.00000875,0.00000876,0.00000875,0.00000876,523574037,1.68E+12
1.68E+12,0.00000875,0.00000876,0.00000875,0.00000876,50584581,1.68E+12
1.68E+12,0.00000876,0.00000877,0.00000876,0.00000876,9269072801,1.68E+12
1.68E+12,0.00000876,0.00000876,0.00000876,0.00000876,290594693,1.68E+12
1.68E+12,0.00000876,0.00000876,0.00000876,0.00000876,0,1.68E+12
1.68E+12,0.00000876,0.00000877,0.00000876,0.00000877,203732049,1.68E+12
1.68E+12,0.00000877,0.00000877,0.00000876,0.00000876,160655833,1.68E+12
1.68E+12,0.00000876,0.00000877,0.00000876,0.00000876,254635368,1.68E+12
1.68E+12,0.00000877,0.00000878,0.00000876,0.00000878,1690471442,1.68E+12
1.68E+12,0.00000877,0.00000878,0.00000877,0.00000877,587894584,1.68E+12
1.68E+12,0.00000877,0.00000878,0.00000876,0.00000876,2973180404,1.68E+12
1.68E+12,0.00000877,0.00000877,0.00000876,0.00000876,118078701,1.68E+12
1.68E+12,0.00000876,0.00000876,0.00000876,0.00000876,54268996,1.68E+12
1.68E+12,0.00000877,0.00000877,0.00000876,0.00000877,224585576,1.68E+12
1.68E+12,0.00000877,0.00000877,0.00000876,0.00000877,238558031,1.68E+12
1.68E+12,0.00000877,0.00000877,0.00000876,0.00000877,17170273,1.68E+12
1.68E+12,0.00000877,0.00000877,0.00000876,0.00000877,39771936,1.68E+12
1.68E+12,0.00000876,0.00000877,0.00000876,0.00000876,8715145,1.68E+12
1.68E+12,0.00000876,0.00000877,0.00000876,0.00000876,166431855,1.68E+12
1.68E+12,0.00000877,0.00000877,0.00000876,0.00000876,13376479,1.68E+12
1.68E+12,0.00000876,0.00000877,0.00000876,0.00000877,30884630,1.68E+12
1.68E+12,0.00000877,0.00000877,0.00000876,0.00000877,301097289,1.68E+12
1.68E+12,0.00000876,0.00000878,0.00000876,0.00000876,4131473486,1.68E+12
1.68E+12,0.00000877,0.00000877,0.00000876,0.00000877,40555451,1.68E+12
1.68E+12,0.00000877,0.00000877,0.00000876,0.00000876,26169200,1.68E+12
1.68E+12,0.00000877,0.00000877,0.00000876,0.00000876,14104888,1.68E+12
1.68E+12,0.00000876,0.00000877,0.00000876,0.00000876,112429139,1.68E+12
1.68E+12,0.00000876,0.00000876,0.00000876,0.00000876,5902340,1.68E+12
1.68E+12,0.00000876,0.00000877,0.00000876,0.00000876,59303368,1.68E+12
1.68E+12,0.00000877,0.00000877,0.00000876,0.00000876,262299036,1.68E+12
1.68E+12,0.00000876,0.00000877,0.00000876,0.00000876,649678692,1.68E+12
1.68E+12,0.00000877,0.00000877,0.00000876,0.00000877,334025150,1.68E+12
1.68E+12,0.00000876,0.00000877,0.00000876,0.00000876,4466715,1.68E+12
1.68E+12,0.00000876,0.00000877,0.00000876,0.00000877,33759338,1.68E+12
1.68E+12,0.00000877,0.00000877,0.00000875,0.00000875,1394199531,1.68E+12
1.68E+12,0.00000875,0.00000876,0.00000874,0.00000875,2542164216,1.68E+12
